category,diagnosis_code,full_code,partial_description,full_description
E08355,9,E083559,"Diabetes with stable prolif diabetic retinopathy, unsp","Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, unspecified eye"
E08359,1,E083591,"Diab with prolif diabetic rtnop without macular edema, r eye","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, right eye"
E08359,2,E083592,"Diab with prolif diab rtnop without macular edema, left eye","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, left eye"
E08359,3,E083593,"Diab with prolif diabetic rtnop without macular edema, bi","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, bilateral"
E08359,9,E083599,"Diab with prolif diabetic rtnop without macular edema, unsp","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, unspecified eye"
E0836,,E0836,Diabetes due to underlying condition w diabetic cataract,Diabetes mellitus due to underlying condition with diabetic cataract
E0837,X1,E0837X1,"Diab with diabetic macular edema, resolved fol trtmt, r eye","Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, right eye"
E0837,X2,E0837X2,"Diab with diab macular edema, resolved fol trtmt, left eye","Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, left eye"
E0837,X3,E0837X3,"Diabetes with diabetic macular edema, resolved fol trtmt, bi","Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, bilateral"
E0837,X9,E0837X9,"Diab with diabetic macular edema, resolved fol trtmt, unsp","Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, unspecified eye"
E0839,,E0839,Diabetes due to undrl condition w oth diabetic opth comp,Diabetes mellitus due to underlying condition with other diabetic ophthalmic complication
E084,0,E0840,"Diabetes due to underlying condition w diabetic neurop, unsp","Diabetes mellitus due to underlying condition with diabetic neuropathy, unspecified"
E084,1,E0841,Diabetes due to undrl condition w diabetic mononeuropathy,Diabetes mellitus due to underlying condition with diabetic mononeuropathy
E084,2,E0842,Diabetes due to underlying condition w diabetic polyneurop,Diabetes mellitus due to underlying condition with diabetic polyneuropathy
E084,3,E0843,Diab due to undrl cond w diabetic autonm (poly)neuropathy,Diabetes mellitus due to underlying condition with diabetic autonomic (poly)neuropathy
E084,4,E0844,Diabetes due to underlying condition w diabetic amyotrophy,Diabetes mellitus due to underlying condition with diabetic amyotrophy
E084,9,E0849,Diabetes due to undrl condition w oth diabetic neuro comp,Diabetes mellitus due to underlying condition with other diabetic neurological complication
E085,1,E0851,Diab due to undrl cond w diab prph angiopath w/o gangrene,Diabetes mellitus due to underlying condition with diabetic peripheral angiopathy without gangrene
E085,2,E0852,Diab due to undrl cond w diabetic prph angiopath w gangrene,Diabetes mellitus due to underlying condition with diabetic peripheral angiopathy with gangrene
E085,9,E0859,Diabetes due to underlying condition w oth circulatory comp,Diabetes mellitus due to underlying condition with other circulatory complications
E0861,0,E08610,Diabetes due to undrl cond w diabetic neuropathic arthrop,Diabetes mellitus due to underlying condition with diabetic neuropathic arthropathy
E0861,8,E08618,Diabetes due to underlying condition w oth diabetic arthrop,Diabetes mellitus due to underlying condition with other diabetic arthropathy
E0862,0,E08620,Diabetes due to underlying condition w diabetic dermatitis,Diabetes mellitus due to underlying condition with diabetic dermatitis
E0862,1,E08621,Diabetes mellitus due to underlying condition w foot ulcer,Diabetes mellitus due to underlying condition with foot ulcer
E0862,2,E08622,Diabetes due to underlying condition w oth skin ulcer,Diabetes mellitus due to underlying condition with other skin ulcer
E0862,8,E08628,Diabetes due to underlying condition w oth skin comp,Diabetes mellitus due to underlying condition with other skin complications
E0863,0,E08630,Diabetes due to underlying condition w periodontal disease,Diabetes mellitus due to underlying condition with periodontal disease
E0863,8,E08638,Diabetes due to underlying condition w oth oral comp,Diabetes mellitus due to underlying condition with other oral complications
E0864,1,E08641,Diabetes due to underlying condition w hypoglycemia w coma,Diabetes mellitus due to underlying condition with hypoglycemia with coma
E0864,9,E08649,Diabetes due to underlying condition w hypoglycemia w/o coma,Diabetes mellitus due to underlying condition with hypoglycemia without coma
E0865,,E0865,Diabetes due to underlying condition w hyperglycemia,Diabetes mellitus due to underlying condition with hyperglycemia
E0869,,E0869,Diabetes due to underlying condition w oth complication,Diabetes mellitus due to underlying condition with other specified complication
E088,,E088,Diabetes due to underlying condition w unsp complications,Diabetes mellitus due to underlying condition with unspecified complications
E089,,E089,Diabetes due to underlying condition w/o complications,Diabetes mellitus due to underlying condition without complications
E090,0,E0900,Drug/chem diab w hyprosm w/o nonket hyprgly-hypros coma,Drug or chemical induced diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC)
E090,1,E0901,Drug/chem diabetes mellitus w hyperosmolarity w coma,Drug or chemical induced diabetes mellitus with hyperosmolarity with coma
E091,0,E0910,Drug/chem diabetes mellitus w ketoacidosis w/o coma,Drug or chemical induced diabetes mellitus with ketoacidosis without coma
E091,1,E0911,Drug/chem diabetes mellitus w ketoacidosis w coma,Drug or chemical induced diabetes mellitus with ketoacidosis with coma
E092,1,E0921,Drug/chem diabetes mellitus w diabetic nephropathy,Drug or chemical induced diabetes mellitus with diabetic nephropathy
E092,2,E0922,Drug/chem diabetes w diabetic chronic kidney disease,Drug or chemical induced diabetes mellitus with diabetic chronic kidney disease
E092,9,E0929,Drug/chem diabetes w oth diabetic kidney complication,Drug or chemical induced diabetes mellitus with other diabetic kidney complication
E0931,1,E09311,Drug/chem diabetes w unsp diabetic rtnop w macular edema,Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy with macular edema
E0931,9,E09319,Drug/chem diabetes w unsp diabetic rtnop w/o macular edema,Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy without macular edema
E09321,1,E093211,"Drug/chem diab with mild nonp rtnop with mclr edema, r eye","Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye"
E09321,2,E093212,"Drug/chem diab with mild nonp rtnop with mclr edema, l eye","Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye"
E09321,3,E093213,"Drug/chem diab with mild nonp rtnop with macular edema, bi","Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral"
E09321,9,E093219,"Drug/chem diab with mild nonp rtnop with macular edema, unsp","Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye"
E09329,1,E093291,"Drug/chem diab with mild nonp rtnop w/o mclr edema, r eye","Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye"
E09329,2,E093292,"Drug/chem diab with mild nonp rtnop w/o mclr edema, l eye","Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye"
E09329,3,E093293,"Drug/chem diab with mild nonp rtnop without mclr edema, bi","Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral"
E09329,9,E093299,"Drug/chem diab with mild nonp rtnop without mclr edema, unsp","Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye"
E09331,1,E093311,"Drug/chem diab with mod nonp rtnop with macular edema, r eye","Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye"
E09331,2,E093312,"Drug/chem diab with mod nonp rtnop with macular edema, l eye","Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye"
E09331,3,E093313,"Drug/chem diab with mod nonp rtnop with macular edema, bi","Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral"
E09331,9,E093319,"Drug/chem diab with mod nonp rtnop with macular edema, unsp","Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye"
E09339,1,E093391,"Drug/chem diab with mod nonp rtnop without mclr edema, r eye","Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye"
E09339,2,E093392,"Drug/chem diab with mod nonp rtnop without mclr edema, l eye","Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye"
E09339,3,E093393,"Drug/chem diab with mod nonp rtnop without macular edema, bi","Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral"
E09339,9,E093399,"Drug/chem diab with mod nonp rtnop without mclr edema, unsp","Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye"
E09341,1,E093411,"Drug/chem diab with severe nonp rtnop with mclr edema, r eye","Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye"
E09341,2,E093412,"Drug/chem diab with severe nonp rtnop with mclr edema, l eye","Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye"
E09341,3,E093413,"Drug/chem diab with severe nonp rtnop with macular edema, bi","Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral"
E09341,9,E093419,"Drug/chem diab with severe nonp rtnop with mclr edema, unsp","Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye"
E09349,1,E093491,"Drug/chem diab with severe nonp rtnop w/o mclr edema, r eye","Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye"
E09349,2,E093492,"Drug/chem diab with severe nonp rtnop w/o mclr edema, l eye","Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye"
E09349,3,E093493,"Drug/chem diab with severe nonp rtnop without mclr edema, bi","Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral"
E09349,9,E093499,"Drug/chem diab with severe nonp rtnop w/o mclr edema, unsp","Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye"
E09351,1,E093511,"Drug/chem diab with prolif diab rtnop with mclr edema, r eye","Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye"
E09351,2,E093512,"Drug/chem diab with prolif diab rtnop with mclr edema, l eye","Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye"
E09351,3,E093513,"Drug/chem diab with prolif diab rtnop with macular edema, bi","Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral"
E09351,9,E093519,"Drug/chem diab with prolif diab rtnop with mclr edema, unsp","Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye"
E09352,1,E093521,"Drug/chem diab w prolif diab rtnop w trctn dtch macula,r eye","Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye"
E09352,2,E093522,"Drug/chem diab w prolif diab rtnop w trctn dtch macula,l eye","Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye"
E09352,3,E093523,"Drug/chem diab w prolif diab rtnop w trctn dtch macula, bi","Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral"
E09352,9,E093529,"Drug/chem diab w prolif diab rtnop w trctn dtch macula, unsp","Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye"
E09353,1,E093531,"Drug/chem diab w prolif diab rtnop w trctn dtch n-mcla,r eye","Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye"
